"COURT_ROOM_ID","COURT_ROOM_NAME","DESCRIPTION","CREST_COURT_ROOM_NO","COURT_SITE_ID","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION","OBS_IND","DISPLAY_NAME","SECURITY_IND","VIDEO_IND"
8113,"Court 2","Court Room 2",2,1610,22-MAY-14 20:01:00,01-APR-09 15:25:51,"XHIBIT","XHIBIT",29,"N","Court Room 2","",""
8114,"Court 3","Court Room 3",3,1610,25-MAY-12 20:01:07,01-APR-09 15:25:51,"XHIBIT","XHIBIT",8,"N","Court Room 3","",""
8115,"Court 4","Court Room 4",4,1610,07-JUL-11 10:01:45,01-APR-09 15:25:51,"XHIBIT","XHIBIT",5,"N","Court Room 4","",""
8116,"Court 5","Court Room 5",5,1610,13-MAY-09 19:00:57,01-APR-09 15:25:51,"XHIBIT","XHIBIT",4,"N","Court Room 5","",""
8117,"Court 6","Court Room 6",6,1610,13-MAY-09 19:00:57,01-APR-09 15:25:51,"XHIBIT","XHIBIT",4,"N","Court Room 6","",""
8118,"Court 7","Court Room 7",7,1610,13-MAY-09 19:00:57,01-APR-09 15:25:51,"XHIBIT","XHIBIT",4,"N","Court Room 7","",""
8119,"Court 8","Court Room 8",8,1610,13-MAY-09 19:00:57,01-APR-09 15:25:51,"XHIBIT","XHIBIT",4,"N","Court Room 8","",""
8120,"Court 9","Court Room 9",9,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
8121,"Court 10","Court Room 10",10,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
8122,"Court 11","Court Room 11",11,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court Room 11","",""
8123,"Court 12","Court Room 12",12,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court Room 12","",""
8124,"Court 13","Court Room 13",13,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court Room 13","",""
8125,"Court 14","Court Room 14",14,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 14","",""
8126,"Court 15","Court Room 15",15,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court Room 15","",""
8127,"Court 16","Court Room 16",16,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court Room 16","",""
8128,"Court 17","Court Room 17",17,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 17","",""
8129,"Court 18","Court Room 18",18,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 18","",""
8130,"Court 19","Court Room 19",19,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court Room 19","",""
8131,"Court 20","Court Room 20",20,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court Room 20","",""
8132,"Court 21","Court Room 21",21,1610,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court Room 21","",""
7158,"Court 11","Court Room 11",11,461,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
874,"Court 1","Court 1",1,421,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
875,"Court 2","Court 2",2,421,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1496,"Court 1","Court 1",1,782,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
876,"Court 3","Court 3",3,421,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
877,"Court 4","Court 4",4,421,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
878,"Court 5","Court 5",5,421,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
879,"Court 6","Court 6",6,421,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
880,"Court 7","Court 7",7,421,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 7","",""
881,"Court 8","Court 8",8,421,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 8","",""
882,"Court 9","Court 9",9,421,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 9","",""
883,"Court 10","Court 10",10,421,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 10","",""
1497,"Court 2","Court 2",2,782,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
7069,"Court 11","Court Room 11",11,80,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
1641,"Court 5","Court Room 5",5,357,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
1642,"Court 6","Court Room 6",6,357,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
1643,"Court 7","Court Room 7",7,357,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
1644,"Court 8","Court Room 8",8,357,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
1645,"Court 9","Court Room 9",9,357,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
750,"Court 1","Court 1",1,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1665,"Court 5","Court Room 5",5,319,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
751,"Court 2","Court 2",2,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
752,"Court 3","Court 3",3,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
753,"Court 4","Court 4",4,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
754,"Court 5","Court 5",5,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
755,"Court 6","Court 6",6,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
756,"Court 7","Court 7",7,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 7","",""
757,"Court 8","Court 8",8,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 8","",""
758,"Court 9","Court 9",9,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 9","",""
759,"Court 10","Court 10",10,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 10","",""
760,"Court 11","Court 11",11,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 11","",""
761,"Court 12","Court 12",12,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 12","",""
762,"Court 13","Court 13",13,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 13","",""
763,"Court 14","Court 14",14,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 14","",""
764,"Court 15","Court 15",15,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 15","",""
765,"Court 21","Court 21",21,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 21","",""
766,"Court 22","Court 22",22,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 22","",""
767,"Court 23","Court 23",23,361,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 23","",""
1667,"Court 6","Court Room 6",6,319,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
1669,"Court 7","Court Room 7",7,319,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
1670,"Court 8","Court Room 8",8,319,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
1671,"Court 9","Court Room 9",9,319,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
1672,"Court 10","Court Room 10",10,319,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
653,"Court 2","Court 2",2,318,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
654,"Court 3","Court 3",3,318,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
655,"Court 4","Court 4",4,318,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
656,"Court 1","Court 1",1,318,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
889,"Court 1","Court 1",1,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
890,"Court 2","Court 2",2,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
891,"Court 3","Court 3",3,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
892,"Court 4","Court 4",4,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
893,"Court 8","Court 8",8,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 8","",""
894,"Court 9","Court 9",9,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 9","",""
895,"Court 5","Court 5",5,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
896,"Court 6","Court 6",6,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
897,"Court 7","Court 7",7,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 7","",""
898,"Court 10","Court 10",10,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 10","",""
899,"Court 11","Court 11",11,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 11","",""
900,"Court 12","Court 12",12,425,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 12","",""
7115,"Court 11","Court Room 11",11,421,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
1083,"Court 2","Court 2",2,504,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1071,"Court 1","Court 1",1,502,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1072,"Court 2","Court 2",2,502,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1073,"Court 3","Court 3",3,502,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
328,"Court 1","Court 1",1,151,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
905,"Court 1","Court 1",1,428,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
906,"Court 2","Court 2",2,428,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
329,"Court 2","Court 2",2,151,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 2","",""
330,"Court 3","Court 3",3,151,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
907,"Court 3","Court 3",3,428,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
908,"Court 4","Court 4",4,428,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
909,"Court 5","Court 5",5,428,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
910,"Court 6","Court 6",6,428,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
911,"Court 7","Court 7",7,428,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 7","",""
912,"Court 8","Court 8",8,428,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 8","",""
1031,"Court 1","Court 1",1,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1032,"Court 2","Court 2",2,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1033,"Court 3","Court 3",3,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
1034,"Court 4","Court 4",4,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
1035,"Court 5","Court 5",5,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
1036,"Court 6","Court 6",6,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
1037,"Court 7","Court 7",7,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 7","",""
1038,"Court 8","Court 8",8,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 8","",""
1039,"Court 9","Court 9",9,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 9","",""
1040,"Court 10","Court 10",10,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 10","",""
1041,"Court 11","Court 11",11,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 11","",""
1042,"Court 12","Court 12",12,484,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 12","",""
1043,"Court 14","Court 14",14,485,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 14","",""
1044,"Court 15","Court 15",15,485,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 15","",""
1045,"Court 16","Court 16",16,485,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 16","",""
1046,"Court 17","Court 17",17,485,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 17","",""
1632,"Court 10","Court Room 10",10,358,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
2687,"Court 5","Court Room 5",5,642,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
2688,"Court 6","Court Room 6",6,642,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
2689,"Court 7","Court Room 7",7,642,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
2690,"Court 8","Court Room 8",8,642,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
2691,"Court 9","Court Room 9",9,642,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
2692,"Court 10","Court Room 10",10,642,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
1008,"Court 9","Court Room 9",9,250,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
1325,"Court 8","Court Room 8",8,595,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
1476,"Court 3","Court Room 3",3,716,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
7070,"Court 11","Court Room 11",11,104,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
7114,"Court 11","Court Room 11",11,380,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
7066,"Court 11","Court Room 11",11,12,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
2686,"Court 10","Court Room 10",10,502,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
80,"Court 1","Court 1",1,11,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
81,"Court 2","Court 2",2,11,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 2","",""
82,"Court 3","Court 3",3,11,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
83,"Court 4","Court 4",4,11,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
84,"Court 5","Court 5",5,11,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
85,"Court 6","Court 6",6,11,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
86,"Court 7","Court 7",7,11,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
87,"Court 1","Court 1",1,12,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
88,"Court 2","Court 2",2,12,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 2","",""
89,"Court 3","Court 3",3,12,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
90,"Court 4","Court 4",4,12,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
91,"Court 5","Court 5",5,12,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
92,"Court 6","Court 6",6,12,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
2669,"Court 5","Court Room 5",5,504,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
2670,"Court 6","Court Room 6",6,504,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
2671,"Court 7","Court Room 7",7,504,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
2672,"Court 8","Court Room 8",8,504,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
2673,"Court 9","Court Room 9",9,504,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
2674,"Court 10","Court Room 10",10,504,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
7067,"Court 11","Court Room 11",11,5,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
7088,"Court 11","Court Room 11",11,162,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
7143,"Court 11","Court Room 11",11,702,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
867,"Court 1","Court 1",1,420,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
868,"Court 2","Court 2",2,420,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
386,"Court 11","Court 11",11,132,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
869,"Court 3","Court 3",3,420,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
870,"Court 4","Court 4",4,420,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
871,"Court 5","Court 5",5,420,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
872,"Court 6","Court 6",6,420,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
873,"Court 7","Court 7",7,420,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 7","",""
1646,"Court 9","Court Room 9",9,117,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
1647,"Court 10","Court Room 10",10,117,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
935,"Court 1","Court 1",1,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
936,"Court 2","Court 2",2,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
937,"Court 3","Court 3",3,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
938,"Court 4","Court 4",4,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
939,"Court 5","Court 5",5,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
940,"Court 6","Court 6",6,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
941,"Court 7","Court 7",7,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 7","",""
942,"Court 8","Court 8",8,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 8","",""
943,"Court 9","Court 9",9,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 9","",""
944,"Court 10","Court 10",10,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 10","",""
945,"Court 11","Court 11",11,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 11","",""
946,"Court 13","Court 13",13,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 13","",""
947,"Court 12","Court 12",12,439,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 12","",""
1292,"Court 8","Court Room 8",8,594,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
7071,"Court 11","Court Room 11",11,11,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
2613,"Court 8","Court Room 8",8,169,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
2614,"Court 9","Court Room 9",9,169,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
8104,"Court 1","Court 1",1,1606,20-MAY-11 16:19:55,01-APR-09 15:25:51,"XHIBIT","XHIBIT",2,"N","Court 1","",""
8105,"Court 2","Court 2",2,1606,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 2","",""
8106,"Court 3","Court 3",3,1606,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 3","",""
8107,"Court 4","Court 4",4,1606,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 4","",""
8108,"Court 1","Court 1",1,1607,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 1","",""
8109,"Court 1","Court 1",1,1608,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 1","",""
8110,"Court 1","Court 1",1,1609,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 1","",""
8111,"Court 2","Court 2",2,1609,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 2","",""
2615,"Court 10","Court Room 10",10,169,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
7073,"Court 11","Court Room 11",11,87,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
913,"Court 1","Court 1",1,429,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
914,"Court 2","Court 2",2,429,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
915,"Court 3","Court 3",3,429,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
916,"Court 4","Court 4",4,429,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
917,"Court 5","Court 5",5,429,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
