"REF_HEARING_TYPE_ID","HEARING_TYPE_CODE","HEARING_TYPE_DESC","CATEGORY","SEQ_NO","LIST_SEQUENCE","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION","COURT_ID","OBS_IND"
18266,"SOA","For Sentence (Officer to Attend)","U",720,920,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18267,"FHA","For Application to Fix Hearing Date","T",360,1340,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18268,"LAA","For Application to Add to List","T",370,1350,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18269,"RLA","For Application to Remove from List","T",380,1330,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18270,"RDA","For Application to Remove Driving Disqualification","T",420,1360,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18271,"SDA","For Application to Suspend Driving Disqualification","A",280,1410,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18272,"CCT","Contempt of Court Proceedings","A",350,1800,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18273,"CPT","For Contempt","A",360,1810,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18274,"DIR","For Directions","A",450,810,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18275,"APN","For Application","A",200,1300,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18276,"BLA","For Application for Bail","A",210,1210,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18277,"DTA","For Application under the Drug Trafficking Offences Act 1986","U",80,1370,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18278,"DTA","For Application under the Drug Trafficking Offences Act 1986","T",390,1370,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18279,"PCA","For Application under the Police and Criminal Evidence Act","U",100,1390,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18280,"TWC","For Trial (Fixed for this Week)","T",140,10,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18281,"TPR","For Trial (Priority)","T",150,20,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18282,"TFW","For Trial (First Warning)","T",170,50,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18283,"TPW","For Trial (Previously Warned)","T",160,30,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18284,"TFL","For Trial (Floater)","T",180,60,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18285,"TRE","For Trial (Reserve)","T",190,70,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18286,"DTS","For Application under Drug Trafficking Offences Act 1986, and Sentence","T",400,1380,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18287,"CMA","For Application to Commit","C",170,1470,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18288,"TPI","For Trial of Preliminary Issue","C",820,120,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18289,"SPR","For Sentence (Prosecution Released)","T",940,940,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18290,"DIR","For Directions","T",600,810,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18291,"JGT","For Judgment","T",700,1000,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18292,"MEN","For Mention","T",750,1030,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18293,"MAP","For Mention (All Parties to Attend)","T",770,1050,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18294,"MDA","For Mention (Defendant to Attend)","T",780,1060,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18295,"MNW","For Mention (No Witnesses Required)","T",790,1070,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18296,"MOA","For Mention (Officer to Attend)","T",800,1080,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18297,"PTR","For Pre-Trial Review","T",870,300,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18298,"REV","For Review","T",880,1020,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18299,"CCT","Contempt of Court Proceedings","T",500,1800,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18300,"CPT","For Contempt","T",510,1810,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18301,"BRG","For Application to Rescind Grant of Bail","T",320,1220,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18302,"BLA","For Application for Bail","S",210,1210,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18303,"BVA","For Application to Vary Bail Conditions","S",230,1230,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18304,"FHA","For Application to Fix Hearing Date","S",240,1340,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18305,"TRA","For Application to Terminate Restriction Order","S",280,1400,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18306,"REP","For Plea and Reparation","T",60,250,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18307,"PAF","For Plea and to Fix","U",570,230,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18308,"RCA","For Application to Revoke Community Service Order","T",440,1420,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18309,"BFA","For Application to Break Fixture","A",240,1320,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18310,"JGT","For Judgment","U",410,1000,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18311,"MEN","For Mention","U",450,1030,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18312,"XPA","For Application (Ex Parte)","U",20,1310,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18313,"PRY","For Preparatory Hearing","T",850,310,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18314,"CTA","For Application to Extend Custody Time Limit","T",340,1250,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18315,"SEN","For Sentence","S",600,900,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18316,"SPR","For Sentence (Prosecution Released)","S",640,940,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18317,"SUB","For Surrender to Bail","S",700,1200,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18318,"BAC","Breach of Attendance Centre Order","S",10,1610,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18319,"BBO","Breach of Bind Over","S",20,1620,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18320,"APL","For Appeal","A",10,480,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18321,"BCD","Breach of Conditional Discharge","S",40,1640,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18322,"BEX","Breach of Exclusion Order","S",50,1660,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18323,"BOO","Breach of Order","S",60,1600,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18489,"RVA","For Application for Review","C",180,1430,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18490,"CPT","For Contempt","C",260,1810,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18491,"CON","Continued","C",300,760,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18492,"TPH","Trial (Part Heard)","C",810,110,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18493,"JGT","For Judgment","C",450,1000,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18494,"HRG","For Hearing","C",400,700,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18495,"MEN","For Mention","C",500,1030,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18496,"PCA","For Application under the Police and Criminal Evidence Act","T",410,1390,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18497,"MEF","For Mention and to Fix","T",760,1040,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18498,"MEF","For Mention and to Fix","C",510,1040,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18499,"MEF","For Mention and to Fix","A",560,1040,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18500,"EBW","For Execution of Bench Warrant","U",350,1240,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18501,"EBW","For Execution of Bench Warrant","T",650,1240,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18502,"EBW","For Execution of Bench Warrant","S",450,1240,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18503,"SPA","For Sentence (Prosecution to Attend)","U",710,910,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18504,"SPA","For Sentence (Prosecution to Attend)","T",910,910,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18505,"SPA","For Sentence (Prosecution to Attend)","S",610,910,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18506,"SOA","For Sentence (Officer to Attend)","U",720,920,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18507,"FHA","For Application to Fix Hearing Date","T",360,1340,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18508,"LAA","For Application to Add to List","T",370,1350,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18509,"RLA","For Application to Remove from List","T",380,1330,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18510,"RDA","For Application to Remove Driving Disqualification","T",420,1360,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18511,"SDA","For Application to Suspend Driving Disqualification","A",280,1410,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18512,"CCT","Contempt of Court Proceedings","A",350,1800,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18513,"CPT","For Contempt","A",360,1810,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18514,"DIR","For Directions","A",450,810,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18515,"APN","For Application","A",200,1300,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18516,"BLA","For Application for Bail","A",210,1210,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18517,"DTA","For Application under the Drug Trafficking Offences Act 1986","U",80,1370,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18518,"DTA","For Application under the Drug Trafficking Offences Act 1986","T",390,1370,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18519,"PCA","For Application under the Police and Criminal Evidence Act","U",100,1390,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18520,"TWC","For Trial (Fixed for this Week)","T",140,10,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18521,"TPR","For Trial (Priority)","T",150,20,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18522,"TFW","For Trial (First Warning)","T",170,50,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18523,"TPW","For Trial (Previously Warned)","T",160,30,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18524,"TFL","For Trial (Floater)","T",180,60,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18525,"TRE","For Trial (Reserve)","T",190,70,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18526,"DTS","For Application under Drug Trafficking Offences Act 1986, and Sentence","T",400,1380,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18527,"CMA","For Application to Commit","C",170,1470,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18528,"TPI","For Trial of Preliminary Issue","C",820,120,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18529,"SPR","For Sentence (Prosecution Released)","T",940,940,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18530,"DIR","For Directions","T",600,810,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18531,"JGT","For Judgment","T",700,1000,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18532,"MEN","For Mention","T",750,1030,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18533,"MAP","For Mention (All Parties to Attend)","T",770,1050,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18534,"MDA","For Mention (Defendant to Attend)","T",780,1060,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18535,"MNW","For Mention (No Witnesses Required)","T",790,1070,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18536,"MOA","For Mention (Officer to Attend)","T",800,1080,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18537,"PTR","For Pre-Trial Review","T",870,300,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18538,"REV","For Review","T",880,1020,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18539,"CCT","Contempt of Court Proceedings","T",500,1800,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18540,"CPT","For Contempt","T",510,1810,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18541,"BRG","For Application to Rescind Grant of Bail","T",320,1220,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18542,"BLA","For Application for Bail","S",210,1210,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18543,"BVA","For Application to Vary Bail Conditions","S",230,1230,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18544,"FHA","For Application to Fix Hearing Date","S",240,1340,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18545,"TRA","For Application to Terminate Restriction Order","S",280,1400,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18546,"REP","For Plea and Reparation","T",60,250,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18547,"PAF","For Plea and to Fix","U",570,230,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18548,"RCA","For Application to Revoke Community Service Order","T",440,1420,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18549,"BFA","For Application to Break Fixture","A",240,1320,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18550,"JGT","For Judgment","U",410,1000,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18551,"MEN","For Mention","U",450,1030,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18552,"XPA","For Application (Ex Parte)","U",20,1310,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18553,"PRY","For Preparatory Hearing","T",850,310,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18554,"CTA","For Application to Extend Custody Time Limit","T",340,1250,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18555,"SEN","For Sentence","S",600,900,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18556,"SPR","For Sentence (Prosecution Released)","S",640,940,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18557,"SUB","For Surrender to Bail","S",700,1200,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18558,"BAC","Breach of Attendance Centre Order","S",10,1610,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18559,"BBO","Breach of Bind Over","S",20,1620,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18560,"APL","For Appeal","A",10,480,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18561,"BCD","Breach of Conditional Discharge","S",40,1640,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18562,"BEX","Breach of Exclusion Order","S",50,1660,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18563,"BOO","Breach of Order","S",60,1600,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18564,"BRP","Breach of Requirements of Probation Order","S",70,1680,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18565,"BPS","Breach of Partly Suspended Sentence","S",90,1700,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18566,"BSS","Breach of Suspended Sentence","S",100,1710,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18567,"CSE","Committal for Sentence","S",150,410,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18568,"CSS","Committals for Sentence","S",160,400,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18569,"CSP","Committal for Sentence (Part Heard)","S",170,420,14-JUN-11 13:45:49,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18166,"SAC","For Sentence (at another Court)","S",650,945,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",118,81,"N"
18167,"SAC","For Sentence (at another Court)","T",950,945,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18168,"SAC","For Sentence (at another Court)","U",750,945,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18169,"LAA","For Application to Add to List","S",250,1350,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18170,"RLA","For Application to Remove from List","S",260,1330,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18171,"RDA","For Application to Remove Driving Disqualification","S",270,1360,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18172,"RCA","For Application to Revoke Community Service Order","S",290,1420,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18173,"DSE","For Deferred Sentence","S",400,950,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18174,"BCS","Breach of Requirements of Community Service Order","S",30,1630,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18175,"JGT","For Judgment","S",500,1000,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18176,"FHA","For Application to Fix Hearing Date","A",250,1340,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18177,"LAA","For Application to Add to List","A",260,1350,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18178,"RLA","For Application to Remove from List","A",270,1330,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18179,"ALA","For Appeal under the Lotteries and Amusements Act 1976","A",150,590,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18180,"DSE","For Deferred Sentence","A",400,950,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18181,"DRR","For Deferred Sentence (Respondent Released)","A",410,970,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18182,"JGT","For Judgment","A",500,1000,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18183,"MEN","For Mention","A",550,1030,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18184,"MAA","For Mention (Appellant to Attend)","A",570,1090,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18185,"REV","For Review","A",600,1020,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18186,"SUB","For Surrender to Bail","A",650,1200,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18187,"AHA","For Appeal under the Housing Act 1957","A",120,560,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18188,"ALD","For Appeal under the Land Drainage Act 1976","A",130,570,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18189,"ALJ","For Appeal against Licensing Justices Decision","A",140,580,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18190,"BVA","For Application to Vary Bail Conditions","A",230,1230,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18191,"PHD","Part Heard","C",600,750,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18192,"PLY","For Preliminary Hearing","C",650,800,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18193,"PTR","For Pre-Trial Review","C",660,300,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18194,"RJT","For Reserved Judgment","C",700,1010,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18195,"RIN","For Return Injunction","U",630,1550,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18196,"BFA","For Application to Break Fixture","T",350,1320,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18197,"MEN","For Mention","S",510,1030,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18198,"MDA","For Mention (Defendant to Attend)","S",520,1060,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18199,"MOA","For Mention (Officer to Attend)","S",530,1080,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18200,"REV","For Review","S",550,1020,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18201,"PRA","For Application under the Proceeds of Crime Act 2002","S",330,1490,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18202,"PRA","For Application under the Proceeds of Crime Act 2002","U",105,1490,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18203,"SOA","For Sentence (Officer to Attend)","T",920,920,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18204,"SOA","For Sentence (Officer to Attend)","S",620,920,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18205,"SPO","For Sentence (Prosecution and Officer to Attend)","U",730,930,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
