"REF_JUDGE_ID","JUDGE_TYPE","CREST_JUDGE_ID","TITLE","FIRST_NAME","MIDDLE_NAME","SURNAME","FULL_LIST_TITLE1","FULL_LIST_TITLE2","FULL_LIST_TITLE3","STATS_CODE","INITIALS","HONOURS","JUD_VERS","OBS_IND","SOURCE_TABLE","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION","COURT_ID"
34519,"AR",223,"MISS","FRANCES","CONNIE","LONG","Before Judge : LONG","","","60005","","","","N","",27-MAR-15 10:28:06,12-MAY-09 15:30:31,"Mercator","Mercator",291,81
34520,"R",224,"MR","JARED","JARED","FOSTER","Before Judge : FOSTER","","","40158","","","","N","",27-MAR-15 10:28:06,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34521,"R",32,"LORD","WILLIE","JEFFREY","COOPER","Before Judge : COOPER","","","47940","","","","N","",27-MAR-15 10:28:06,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34522,"AR",225,"MR","DOUGLAS","JOHNNY","REID","Before Judge : REID","","","","","","","N","",27-MAR-15 10:28:06,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34523,"R",226,"MRS","GERALDINE","CATHERINE","LONG","Before Judge : LONG","","","40620","","QC","","N","",27-MAR-15 10:28:06,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34524,"R",227,"MS","NORMA","VICTORIA","GARCIA","Before Judge : GARCIA","","","48620","","QC","","N","",27-MAR-15 10:28:06,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34525,"CJ",228,"MS","MONICA","YOLANDA","RAMIREZ","Before Judge : RAMIREZ","","","35190","","","","N","",27-MAR-15 10:28:06,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34526,"CJ",229,"MR","ARTHUR","MELVIN","BAILEY","Before Judge : BAILEY","","","","","","","Y","",27-MAR-15 10:28:06,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34527,"R",231,"MR","RUBEN","MAX","KELLY","Before Judge : KELLY","","","49300","","QC","","N","",27-MAR-15 10:28:06,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34528,"R",232,"MR","DEREK","VINCENT","YOUNG","Before Judge : YOUNG","","","40398","","QC","","N","",27-MAR-15 10:28:06,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34529,"CJ",234,"MISS","GLORIA","GRACE","STEWART","Before Judge : STEWART","","","30079","","QC","","N","",27-MAR-15 10:28:06,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34530,"R",235,"MR","LEROY","DUSTIN","HERNANDEZ","Before Judge : HERNANDEZ","","","46010","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34531,"R",236,"MISS","ELLA","TARA","GRIFFIN","Before Judge : GRIFFIN","","","40630","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34532,"R",237,"MRS","PATRICIA","LINDA","BREWER","Before Judge : BREWER","","","43930","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34533,"R",238,"MS","BONNIE","CARLA","CARR","Before Judge : CARR","","","40159","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34534,"R",240,"MS","VERA","NICOLE","BURTON","Before Judge : BURTON","","","40161","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34535,"R",241,"MR","JAY","DONALD","BENNETT","Before Judge : BENNETT","","","44173","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34536,"AR",242,"MR","RALPH","TOM","WARD","Before Judge : WARD","","","60144","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34537,"CJ",243,"MR","SCOTT","MAURICE","STONE","Before Judge : STONE","","","30081","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34538,"CJ",244,"MS","BERNICE","JULIE","GREEN","Before Judge : GREEN","","","30031","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34539,"R",245,"MR","STEVE","FERNANDO","KENNEDY","Before Judge : KENNEDY","","","46680","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34540,"R",246,"MS","MELINDA","ANITA","ELLIOTT","Before Judge : ELLIOTT","","","40401","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34541,"R",247,"MR","DARRELL","LEWIS","MURPHY","Before Judge : MURPHY","","","","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34542,"R",248,"MR","MELVIN","TONY","REYES","Before Judge : REYES","","","40580","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34543,"R",250,"MRS","CHRISTINE","VERONICA","DAVIS","Before Judge : DAVIS","","","40099","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34544,"R",251,"MRS","CATHERINE","JACKIE","JOHNSON","Before Judge : JOHNSON","","","48270","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34545,"CJ",252,"MR","DERRICK","RAFAEL","HOLMES","Before Judge : HOLMES","","","33740","","Q.C.","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34546,"R",253,"MS","TAMMY","AUDREY","WILLIAMS","Before Judge : WILLIAMS","","","49360","","QC","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34547,"CJ",254,"MR","GREGORY","HARRY","LONG","Before Judge : LONG","","","30036","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34548,"R",255,"MRS","IRENE","WILLIE","MORENO","Before Judge : MORENO","","","44080","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34549,"R",257,"PROFESSOR","JAMIE","RICKY","MEDINA","Before Judge : MEDINA","","","45260","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34550,"R",258,"MR","LEE","MARVIN","FRANKLIN","Before Judge : FRANKLIN","","","48060","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34551,"R",259,"MS","STELLA","ETHEL","ROGERS","Before Judge : ROGERS","","","40538","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34552,"R",261,"MS","EVELYN","IRMA","GONZALES","Before Judge : GONZALES","","","49400","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34553,"R",263,"DR","JEFFERY","LUIS","SANCHEZ","Before Judge : SANCHEZ","","","40406","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34554,"R",264,"MR","MATHEW","MICHAEL","WALKER","Before Judge : WALKER","","","44630","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34555,"R",266,"MRS","JOANNE","MELINDA","GONZALEZ","Before Judge : GONZALEZ","","","48100","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34556,"R",267,"MRS","MEGAN","PAMELA","RODRIGUEZ","Before Judge : RODRIGUEZ","","","40285","","QC","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34557,"CJ",269,"MR","NATHANIEL","JEFF","HOLMES","Before Judge : HOLMES","","","34730","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34558,"R",270,"MRS","MARIE","DARLENE","WAGNER","Before Judge : WAGNER","","","44160","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34559,"R",272,"SIR","WAYNE","KEVIN","RICHARDS","Before Judge : RICHARDS","","","","","QC","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34560,"R",273,"DR","RALPH","BOBBY","COOPER","Before Judge : COOPER","","","40532","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34561,"R",274,"MS","PEGGY","MICHELLE","ROBINSON","Before Judge : ROBINSON","","","49450","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34562,"R",275,"MS","EMILY","DEBORAH","SPENCER","Before Judge : SPENCER","","","40172","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34563,"CJ",276,"MISS","EDNA","CAROLINE","PIERCE","Before Judge : PIERCE","","","39480","","Q.C.","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34564,"R",277,"MRS","VIOLA","BETH","ARMSTRONG","Before Judge : ARMSTRONG","","","44220","","QC","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34565,"R",279,"MR","HERMAN","SAMUEL","WATSON","Before Judge : WATSON","","","40408","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34566,"CJ",280,"DR","JOSEPH","KEITH","MILLS","Before Judge : MILLS","","","30071","","Q.C.","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34567,"AR",281,"MISS","PAULINE","RHONDA","PAYNE","Before Judge : PAYNE","","","","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34568,"R",282,"MS","JANE","LUCILLE","REID","Before Judge : REID","","","40288","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34569,"R",283,"MR","JAMES","BEN","SIMMONS","Before Judge : SIMMONS","","","43160","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34570,"R",284,"MS","LINDA","CARRIE","RAY","Before Judge : RAY","","","48310","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34571,"R",285,"MISS","ROSE","FRANCES","LONG","Before Judge : LONG","","","43220","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34572,"R",286,"MS","TANYA","VANESSA","SANCHEZ","Before Judge : SANCHEZ","","","49490","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34573,"R",287,"MR","JON","RALPH","RODRIGUEZ","Before Judge : RODRIGUEZ","","","41980","","Q.C.","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34574,"CJ",288,"MS","BRITTANY","JACQUELINE","DAVIS","Before Judge : DAVIS","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34575,"R",290,"MR","DERRICK","PEDRO","BISHOP","Before Judge : BISHOP","","","44380","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34576,"R",291,"MR","PEDRO","MARC","KELLEY","Before Judge : KELLEY","","","40830","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34577,"CJ",292,"MR","EDDIE","GENE","DIXON","Before Judge : DIXON","","","34920","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34578,"R",293,"MRS","LAUREN","GLENDA","FOX","Before Judge : FOX","","","40860","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34579,"AR",294,"MISS","APRIL","MARY","LONG","Before Judge : LONG","","","63420","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34580,"R",295,"MISS","VICTORIA","ROBIN","FOX","Before Judge : FOX","","","40293","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34581,"CJ",296,"MR","RANDY","MARCUS","EVANS","Before Judge : EVANS","","","34560","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34582,"R",297,"LADY","ROBIN","VALERIE","CASTILLO","Before Judge : CASTILLO","","","40549","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34583,"R",298,"MS","GRACE","KIMBERLY","HALL","Before Judge : HALL","","","","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34584,"CJ",300,"MISS","ELIZABETH","KATHLEEN","HARVEY","Before Judge : HARVEY","","","","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34585,"CJ",301,"MR","VINCENT","GILBERT","MEDINA","Before Judge : MEDINA","","","30086","","Q.C.","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34586,"CJ",302,"SIR","DOUGLAS","RONNIE","BRADLEY","Before Judge : BRADLEY","","","39720","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34587,"R",304,"MRS","REGINA","SARA","FERNANDEZ","Before Judge : FERNANDEZ","","","48350","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34588,"R",305,"MR","JOHNNY","HOWARD","BOWMAN","Before Judge : BOWMAN","","","40930","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34589,"AR",306,"MRS","BETTY","ELLA","ALLEN","Before Judge : ALLEN","","","","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34590,"R",307,"MISS","SUSAN","THELMA","OLIVER","Before Judge : OLIVER","","","43730","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34591,"R",308,"MS","ETHEL","CATHY","HENRY","Before Judge : HENRY","","","40109","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34592,"R",309,"MS","ALLISON","JOANNE","KELLEY","Before Judge : KELLEY","","","40970","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34593,"CJ",312,"MRS","DELORES","VERA","PERRY","Before Judge : PERRY","","","","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34594,"R",313,"MISS","RUTH","JEAN","CAMPBELL","Before Judge : CAMPBELL","","","43780","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34595,"CJ",314,"MR","CHESTER","FLOYD","JOHNSTON","Before Judge : JOHNSTON","","","33160","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34596,"R",315,"MS","PATRICIA","GERALDINE","WATKINS","Before Judge : WATKINS","","","40418","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34597,"R",316,"MS","RHONDA","MONICA","MORRIS","Before Judge : MORRIS","","","41010","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34598,"R",317,"MR","CALVIN","GABRIEL","FISHER","Before Judge : FISHER","","","40111","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34599,"R",318,"MR","MITCHELL","JESUS","MYERS","Before Judge : MYERS","","","49590","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34600,"R",322,"MS","CLARA","VICTORIA","NGUYEN","Before Judge : NGUYEN","","","46910","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34601,"R",323,"MRS","DANIELLE","LYNN","CRAWFORD","Before Judge : CRAWFORD","","","","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34602,"R",324,"MISS","VERA","MARIA","ORTIZ","Before Judge : ORTIZ","","","49610","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34603,"R",325,"MRS","JEAN","CARLA","GUTIERREZ","Before Judge : GUTIERREZ","","","49640","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34604,"CJ",326,"MRS","FRANCES","KRISTEN","GONZALEZ","Before Judge : GONZALEZ","","","33050","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34605,"AR",327,"MR","JOE","KYLE","REID","Before Judge : REID","","","64820","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34606,"CJ",328,"MR","JESUS","THOMAS","CHAPMAN","Before Judge : CHAPMAN","","","30016","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34607,"AR",330,"MISS","ANITA","DEBRA","DUNN","Before Judge : DUNN","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34608,"R",331,"MISS","MARJORIE","VIRGINIA","LOPEZ","Before Judge : LOPEZ","","","41480","","Q.C.","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34609,"CJ",332,"MS","JUNE","JACQUELINE","DEAN","Before Judge : DEAN","","","30112","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34610,"AR",333,"PROFESSOR","ADRIAN","JEFFREY","KNIGHT","Before Judge : KNIGHT","","","60223","","Q.C.","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34611,"AR",334,"BARONESS","TARA","SAMANTHA","ARMSTRONG","Before Judge : ARMSTRONG","","","64170","","Q.C.","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34612,"CJ",335,"MS","KIM","VALERIE","FISHER","Before Judge : FISHER","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34613,"R",337,"MR","CHRIS","KEVIN","CARTER","Before Judge : CARTER","","","46100","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34614,"R",338,"MISS","JEAN","HOLLY","CRUZ","Before Judge : CRUZ","","","40694","","Q.C.","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34615,"CJ",339,"MR","OSCAR","LEONARD","FISHER","Before Judge : FISHER","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34616,"R",340,"MRS","JO","THERESA","WARREN","Before Judge : WARREN","","","49410","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34617,"R",341,"MR","LARRY","STANLEY","PARKER","Before Judge : PARKER","","","40421","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34618,"R",343,"MR","LEROY","MARVIN","STEVENS","Before Judge : STEVENS","","","40554","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34619,"R",344,"MR","EDGAR","RUSSELL","MARTINEZ","Before Judge : MARTINEZ","","","46980","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34620,"R",345,"MRSBBBBBBBBBBBBBBBBBBBBBB","THELMA33333333333333333333333333333","CHRISTINA33333333333333333333333333","COLEMANAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Before Judge : COLEMAN","","","49580","","QCVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",293,81
34621,"R",346,"BARONESS","SUE","NELLIE","SHAW","Before Judge : SHAW","","","40283","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34622,"CJ",382,"PROFESSOR","PEDRO","ADRIAN","ROBERTSON","Before Judge : ROBERTSON","","","","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34623,"R",383,"SIR","RUBEN","JEROME","WHEELER","Before Judge : WHEELER","","","43680","","QC","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34624,"AR",384,"MR","ROBERTO","KYLE","BRYANT","Before Judge : BRYANT","","","","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34625,"R",385,"MISS","JUDITH","KATHRYN","WATSON","Before Judge : WATSON","","","","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34626,"CJ",386,"MRS","DARLENE","JESSICA","WHITE","Before Judge : WHITE","","","30087","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34627,"AR",388,"MS","DOROTHY","SARAH","BRADLEY","Before Judge : BRADLEY","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34628,"DJ",389,"MRS","MINNIE","DEBRA","WILSON","Before Judge : WILSON","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34629,"AR",390,"MISS","ANITA","IRENE","PERKINS","Before Judge : PERKINS","","","64590","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34630,"R",391,"MISS","NELLIE","LOUISE","SILVA","Before Judge : SILVA","","","40222","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34631,"R",392,"MR","DENNIS","RAY","BISHOP","Before Judge : BISHOP","","","40656","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34632,"R",393,"MRS","JUNE","MELINDA","RUIZ","Before Judge : RUIZ","","","40520","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34633,"R",394,"MRS","MARIA","CLARA","COLLINS","Before Judge : COLLINS","","","40375","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34634,"CJ",395,"MR","MITCHELL","KEITH","WALKER","Before Judge : WALKER","","","33240","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34635,"R",396,"MRS","JOAN","FRANCES","HANSON","Before Judge : HANSON","","","","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34636,"CJ",397,"MS","KIMBERLY","YOLANDA","RYAN","Before Judge : RYAN","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34637,"CJ",398,"MRS","ALMA","KATHRYN","EVANS","Before Judge : EVANS","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34638,"AR",400,"MS","LAURIE","LAUREN","BRADLEY","Before Judge : BRADLEY","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34639,"R",402,"MR","TROY","TROY","MILLER","Before Judge : MILLER","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34640,"R",407,"MS","LORI","ELAINE","CRAWFORD","Before Judge : CRAWFORD","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34641,"R",408,"MISS","TIFFANY","TAMARA","OLSON","Before Judge : OLSON","","","","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34642,"R",409,"MRS","WILMA","JANE","PETERSON","Before Judge : PETERSON","","","40802","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34643,"HJ",410,"MRS","CINDY","TRACY","PHILLIPS","Before Judge : PHILLIPS","","","","","OFFICER FROM ALL THE LIST OFFICE!","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34644,"CJ",411,"MS","EVA","JUDY","CARPENTER","Before Judge : CARPENTER","","","35150","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34645,"R",412,"MS","BONNIE","JESSICA","MITCHELL","Before Judge : MITCHELL","","","40651","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34646,"AR",413,"MRS","PAMELA","MARCIA","WHITE","Before Judge : WHITE","","","60345","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34647,"R",414,"MR","KELLY","FRANK","RODRIGUEZ","Before Judge : RODRIGUEZ","","","44670","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34648,"AR",415,"MR","JOSEPH","RICK","SHAW","Before Judge : SHAW","","","60313","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34649,"R",417,"MR","VICTOR","JOHN","ROBERTS","Before Judge : ROBERTS","","","40526","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34650,"CJ",418,"MR","KEVIN","JEFFERY","ALLEN","Before Judge : ALLEN","","","",""," C","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34651,"AR",419,"MR","SHANE","KENNETH","HARRIS","Before Judge : HARRIS","","","","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34652,"AR",420,"MS","KATHY","WANDA","FREEMAN","Before Judge : FREEMAN","","","60062","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34653,"R",422,"MRS","ALLISON","ANNA","MYERS","Before Judge : MYERS","","","43970","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34654,"R",423,"MS","ELLEN","CAROL","MILLER","Before Judge : MILLER","","","","","Q C","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34655,"CJ",424,"MISS","TARA","JACQUELINE","GONZALEZ","Before Judge : GONZALEZ","","","","","QC","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34656,"CJ",425,"MRS","ELLA","JACQUELINE","HOLMES","Before Judge : HOLMES","","","38910","","","","Y","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34657,"R",426,"MR","JAVIER","NICHOLAS","OWENS","Before Judge : OWENS","","","","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
34658,"R",427,"MR","PHILIP","CLAUDE","NGUYEN","Before Judge : NGUYEN","","","48000","","","","N","",27-MAR-15 10:28:07,12-MAY-09 15:30:32,"Mercator","Mercator",291,81
