"REF_SOLICITOR_FIRM_ID","SOLICITOR_FIRM_NAME","CREST_SOF_ID","COURT_ID","OBS_IND","SHORT_NAME","DX_REF","VAT_NO","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION","ADDRESS_ID","LA_CODE"
92473,"MASON LLP",11622,80,"N","MASON","DX 112170 ACCRINGTON","777666888",20-MAY-11 15:59:41,20-MAY-11 15:46:08,"Mercator","Mercator",4,537643,""
92474,"GREEN LLP",11878,80,"N","GREEN","DX 149114 AMERSHAM","777555555",20-MAY-11 15:59:41,20-MAY-11 15:46:08,"Mercator","Mercator",4,537644,""
92475,"PERRY SOLICITORS",5,80,"N","PERRY","DX 235132 ALFRETON","999666999",20-MAY-11 15:59:41,20-MAY-11 15:46:08,"Mercator","Mercator",4,537645,""
92476,"COOK SOLICITORS",119,80,"N","COOK","DX 12771 ALTON","444999666",20-MAY-11 15:59:41,20-MAY-11 15:46:08,"Mercator","Mercator",4,537646,""
92477,"ROSS LLP",11971,80,"N","ROSS","DX 58204 APSLEY","666222333",20-MAY-11 15:59:41,20-MAY-11 15:46:08,"Mercator","Mercator",4,537647,""
92478,"BRIAN and CO",12322,80,"N","HOWELL","DX 184175 AMPTHILL","555666333",20-MAY-11 15:59:41,20-MAY-11 15:46:09,"Mercator","Mercator",4,537648,""
92479,"PEREZ SOLICITORS",11993,80,"N","PEREZ","DX 246121 ATHERTON","444444777",20-MAY-11 15:59:41,20-MAY-11 15:46:09,"Mercator","Mercator",4,537649,""
92480,"ALVAREZ SOLICITORS",303,80,"N","ALVAREZ","DX 8694 ALDRIDGE","999111888",20-MAY-11 15:59:42,20-MAY-11 15:46:09,"Mercator","Mercator",4,537650,""
92481,"LAWSON SOLICITORS",11383,80,"N","LAWSON","DX 15042 AUDENSHAW","777222666",20-MAY-11 15:59:42,20-MAY-11 15:46:09,"Mercator","Mercator",4,537651,""
92482,"JOHNSTON SOLICITORS",11874,80,"N","JOHNSTON","DX 7745 APPLEDORE","555999111",20-MAY-11 15:59:42,20-MAY-11 15:46:09,"Mercator","Mercator",4,537652,""
92483,"WILLIAMSON LLP",12344,80,"N","WILLIAMSON","DX 4638 AMBLE","444444888",20-MAY-11 15:59:42,20-MAY-11 15:46:09,"Mercator","Mercator",4,537653,""
92484,"JONES SOLICITORS",142,80,"N","JONES","DX 15929 ALDERSHOT","333555999",20-MAY-11 15:59:42,20-MAY-11 15:46:09,"Mercator","Mercator",4,537654,""
92485,"AMANDA and CO",11648,80,"N","SIMS","DX 231245 ALCESTER","222111555",20-MAY-11 15:59:42,20-MAY-11 15:46:09,"Mercator","Mercator",4,537655,""
92486,"JERRY and CO",4,80,"N","CRUZ","DX 160102 ALSAGER","777111222",20-MAY-11 15:59:42,20-MAY-11 15:46:09,"Mercator","Mercator",4,537656,""
92487,"PHILLIP LLP",12294,80,"N","BERRY","DX 40230 ALDEBURGH","888444444",20-MAY-11 15:59:42,20-MAY-11 15:46:09,"Mercator","Mercator",4,537657,""
92488,"WATKINS SOLICITORS",174,80,"N","WATKINS","DX 55186 AMBLESIDE","777777333",20-MAY-11 15:59:42,20-MAY-11 15:46:09,"Mercator","Mercator",4,537658,""
92489,"DERRICK and CO",122,80,"N","DUNCAN","DX 11224 ASHBURTON","555888666",20-MAY-11 15:59:43,20-MAY-11 15:46:10,"Mercator","Mercator",4,537659,""
92490,"THELMA and CO",10133,80,"N","SNYDER","DX 6181 ASHBY-DE-LA-ZOUCH","555111555",20-MAY-11 15:59:43,20-MAY-11 15:46:10,"Mercator","Mercator",4,537660,""
92491,"BEVERLY and CO",11381,80,"N","CARLSON","DX 6730 AMBLE","333444222",20-MAY-11 15:59:43,20-MAY-11 15:46:10,"Mercator","Mercator",4,537661,""
92492,"SEAN and CO",10206,80,"N","LARSON","DX 180216 ALNWICK","666555999",20-MAY-11 15:59:43,20-MAY-11 15:46:10,"Mercator","Mercator",4,537662,""
92493,"WHITE SOLICITORS",109,80,"N","WHITE","DX 18590 APSLEY","999888777",20-MAY-11 15:59:43,20-MAY-11 15:46:10,"Mercator","Mercator",4,537663,""
92494,"GRAY SOLICITORS",11944,80,"N","GRAY","DX 50250 AMBLE","222666222",20-MAY-11 15:59:43,20-MAY-11 15:46:10,"Mercator","Mercator",4,537664,""
92495,"CARTER SOLICITORS",12335,80,"N","CARTER","DX 144109 ASHINGTON","444333555",20-MAY-11 15:59:43,20-MAY-11 15:46:10,"Mercator","Mercator",4,537665,""
92496,"TUCKER SOLICITORS",12084,80,"N","TUCKER","DX 5866 ARUNDEL","666444999",20-MAY-11 15:59:43,20-MAY-11 15:46:10,"Mercator","Mercator",4,537666,""
92497,"MIGUEL LLP",11720,80,"N","VASQUEZ","DX 228147 ASHBOURNE","888444888",20-MAY-11 15:59:43,20-MAY-11 15:46:10,"Mercator","Mercator",4,537667,""
92498,"DAVIS SOLICITORS",11986,80,"N","DAVIS","DX 108215 ALNWICK","111333333",20-MAY-11 15:59:43,20-MAY-11 15:46:10,"Mercator","Mercator",4,537668,""
92499,"HUNTER SOLICITORS",11868,80,"N","HUNTER","DX 10453 ASCOT","777666999",20-MAY-11 15:59:44,20-MAY-11 15:46:10,"Mercator","Mercator",4,537669,""
92500,"MELANIE and CO",12173,80,"N","FULLER","DX 48169 AMESBURY","444333222",20-MAY-11 15:59:44,20-MAY-11 15:46:11,"Mercator","Mercator",4,537670,""
92501,"DAN and CO",11372,80,"N","WHITE","DX 10180 ALTON","111666333",20-MAY-11 15:59:44,20-MAY-11 15:46:11,"Mercator","Mercator",4,537671,""
92502,"CARPENTER SOLICITORS",12220,80,"N","CARPENTER","DX 3581 AMPTHILL","111111222",20-MAY-11 15:59:44,20-MAY-11 15:46:11,"Mercator","Mercator",4,537672,""
92503,"WILLIAMSON SOLICITORS",11473,80,"N","WILLIAMSON","DX 5958 ATHERSTONE","777444222",20-MAY-11 15:59:44,20-MAY-11 15:46:11,"Mercator","Mercator",4,537673,""
92504,"PHILLIP and CO",12235,80,"N","BLACK","DX 2248 ACLE","666222666",20-MAY-11 15:59:44,20-MAY-11 15:46:11,"Mercator","Mercator",4,537674,""
92505,"RONNIE and CO",12158,80,"N","FERNANDEZ","DX 210238 APPLEBY-IN-WESTMORLAND","555444888",20-MAY-11 15:59:44,20-MAY-11 15:46:11,"Mercator","Mercator",4,537675,""
92506,"MENDOZA SOLICITORS",12366,80,"N","MENDOZA","DX 136226 ATHERSTONE","777222444",20-MAY-11 15:59:44,20-MAY-11 15:46:12,"Mercator","Mercator",4,537676,""
92507,"HOLLY and CO",11836,80,"N","DEAN","DX 168144 AXMINSTER","999333222",20-MAY-11 15:59:44,20-MAY-11 15:46:12,"Mercator","Mercator",4,537677,""
92508,"PEREZ SOLICITORS",12069,80,"N","PEREZ","DX 199200 ASHBOURNE","222555222",20-MAY-11 15:59:44,20-MAY-11 15:46:12,"Mercator","Mercator",4,537678,""
92509,"MATTHEWS SOLICITORS",12194,80,"N","MATTHEWS","DX 28136 ACLE","555777888",20-MAY-11 15:59:45,20-MAY-11 15:46:12,"Mercator","Mercator",4,537679,""
92510,"FRAZIER SOLICITORS",12107,80,"N","FRAZIER","DX 5992 AMBLE","888888222",20-MAY-11 15:59:45,20-MAY-11 15:46:12,"Mercator","Mercator",4,537680,""
92511,"ROGER and CO",181,80,"N","GRANT","DX 244227 ATHERSTONE","333222999",20-MAY-11 15:59:45,20-MAY-11 15:46:12,"Mercator","Mercator",4,537681,""
92512,"JIMMY and CO",423,80,"N","HUGHES","DX 181152 AMESBURY","222777888",20-MAY-11 15:59:45,20-MAY-11 15:46:12,"Mercator","Mercator",4,537682,""
92513,"GRIFFIN SOLICITORS",183,80,"N","GRIFFIN","DX 119155 AUDENSHAW","555888444",20-MAY-11 15:59:45,20-MAY-11 15:46:12,"Mercator","Mercator",4,537683,""
92514,"PEDRO and CO",11159,80,"N","HILL","DX 1587 ACLE","444555555",20-MAY-11 15:59:45,20-MAY-11 15:46:12,"Mercator","Mercator",4,537684,""
92515,"BURTON SOLICITORS",12296,80,"N","BURTON","DX 6119 ALDERSHOT","333666333",20-MAY-11 15:59:45,20-MAY-11 15:46:12,"Mercator","Mercator",4,537685,""
92516,"JUSTIN and CO",11680,80,"N","LEE","DX 238167 ABRIDGE","222888111",20-MAY-11 15:59:45,20-MAY-11 15:46:12,"Mercator","Mercator",4,537686,""
92517,"MILLS SOLICITORS",12014,80,"N","MILLS","DX 59195 AMESBURY","888888888",20-MAY-11 15:59:45,20-MAY-11 15:46:13,"Mercator","Mercator",4,537687,""
92518,"JARED and CO",12016,80,"Y","HARVEY","DX 2111 BRADFORDDX ON AVON","999666888",20-MAY-11 15:59:45,20-MAY-11 15:46:13,"Mercator","Mercator",4,537688,""
92519,"KING SOLICITORS",10474,80,"N","KING","DX 64176 BAWTRY","111777111",20-MAY-11 15:59:46,20-MAY-11 15:46:13,"Mercator","Mercator",4,537689,""
92520,"WALLACE LAW LLP",11128,80,"N","WALLACE","DX 119126 BRIDLINGTON","555777111",20-MAY-11 15:59:46,20-MAY-11 15:46:13,"Mercator","Mercator",4,537690,""
92521,"VICTORIA and CO",12221,80,"N","GRIFFIN","DX 231110 BEXHILL-ON-SEA","111888111",20-MAY-11 15:59:46,20-MAY-11 15:46:13,"Mercator","Mercator",4,537691,""
92522,"MARIO and CO",10160,80,"N","MENDOZA","DX 217228 BROMYARD","999444888",20-MAY-11 15:59:46,20-MAY-11 15:46:13,"Mercator","Mercator",4,537692,""
92523,"CHRIS and CO",10179,80,"N","SHAW","DX 20348 BISHOPDX AUCKLAND ","333555666",20-MAY-11 15:59:46,20-MAY-11 15:46:13,"Mercator","Mercator",4,537693,""
92524,"KELLEY SOLICITORS",11573,80,"N","KELLEY","DX 250142 BEESTON","111999222",20-MAY-11 15:59:46,20-MAY-11 15:46:13,"Mercator","Mercator",4,537694,""
92525,"HOWARD SOLICITORS",12064,80,"N","HOWARD","DX 194192 BERKELEY","666444333",20-MAY-11 15:59:46,20-MAY-11 15:46:13,"Mercator","Mercator",4,537695,""
92526,"GRAHAM SOLICITORS",11911,80,"N","GRAHAM","DX 18960 BOLLINGTON","888888777",20-MAY-11 15:59:46,20-MAY-11 15:46:13,"Mercator","Mercator",4,537696,""
92527,"JOHNSON LLP",12237,80,"N","JOHNSON","DX 24340 BERKHAMSTED","333555555",20-MAY-11 15:59:46,20-MAY-11 15:46:14,"Mercator","Mercator",4,537697,""
92528,"KING SOLICITORS",12359,80,"N","KING","DX 186111 BRENTWOOD","666999888",20-MAY-11 15:59:47,20-MAY-11 15:46:14,"Mercator","Mercator",4,537698,""
92529,"RAMON LLP",100,80,"Y","SHAW","DX 15554 BARNSLEY","333444777",20-MAY-11 15:59:47,20-MAY-11 15:46:14,"Mercator","Mercator",4,537699,""
92530,"DIAZ SOLICITORS",62,80,"Y","DIAZ","DX 220110 BLAYDON","999666666",20-MAY-11 15:59:47,20-MAY-11 15:46:14,"Mercator","Mercator",4,537700,""
92531,"MATTHEWS LAW SOLICITORS",12337,80,"N","MATTHEWS","DX 64118 BEESTON","888888333",20-MAY-11 15:59:47,20-MAY-11 15:46:15,"Mercator","Mercator",4,537701,""
92532,"ORTIZ LLP",10029,80,"Y","ORTIZ","DX 10539 BARKING","999666999",20-MAY-11 15:59:47,20-MAY-11 15:46:15,"Mercator","Mercator",4,537702,""
92533,"BROOKS LLP",11940,80,"N","BROOKS","DX 6395 BRAINTREE","111777999",20-MAY-11 15:59:47,20-MAY-11 15:46:15,"Mercator","Mercator",4,537703,""
92534,"WASHINGTON SOLICITORS",11947,80,"N","WASHINGTON","DX 147182 BRISTOL","555333777",20-MAY-11 15:59:47,20-MAY-11 15:46:15,"Mercator","Mercator",4,537704,""
92914,"CONSTANCE LLP",11888,80,"N","ALLEN","DX 93223 CONSETT","555777222",20-MAY-11 16:00:52,20-MAY-11 15:47:02,"Mercator","Mercator",4,538084,""
92536,"EDWARDS LLP",12094,80,"N","EDWARDS","DX 0117 BRIGHTON","222999111",20-MAY-11 15:59:47,20-MAY-11 15:46:15,"Mercator","Mercator",4,537706,""
92537,"RON LLP",11655,80,"N","WATSON","DX 2046 BATLEY","222444666",20-MAY-11 15:59:48,20-MAY-11 15:46:16,"Mercator","Mercator",4,537707,""
92538,"COOPER LLP",12298,80,"N","COOPER","DX 7224 BRIGG","111777777",20-MAY-11 15:59:48,20-MAY-11 15:46:16,"Mercator","Mercator",4,537708,""
92539,"GARDNER LLP",435,80,"N","GARDNER","DX 148239 BISHOPDX AUCKLAND ","555777888",20-MAY-11 15:59:48,20-MAY-11 15:46:16,"Mercator","Mercator",4,537709,""
92540,"JERRY and CO",11395,80,"N","CARPENTER","DX 3578 BOGNORDX REGIS ","888777111",20-MAY-11 15:59:48,20-MAY-11 15:46:16,"Mercator","Mercator",4,537710,""
92541,"PARKER LAW LLP",11807,80,"N","PARKER","DX 377 BEDWORTH","333111999",20-MAY-11 15:59:48,20-MAY-11 15:46:16,"Mercator","Mercator",4,537711,""
92542,"ANNE and CO",11555,80,"N","GONZALEZ","DX 128157 BEESTON","111888888",20-MAY-11 15:59:48,20-MAY-11 15:46:16,"Mercator","Mercator",4,537712,""
92543,"SUE and CO",11008,80,"N","HALL","DX 51134 BISHOPDX AUCKLAND ","555555555",20-MAY-11 15:59:48,20-MAY-11 15:46:16,"Mercator","Mercator",4,537713,""
92544,"CHRISTIAN and CO",11991,80,"N","THOMAS","DX 10417 BEDLINGTON","333888999",20-MAY-11 15:59:48,20-MAY-11 15:46:16,"Mercator","Mercator",4,537714,""
92545,"HUDSON SOLICITORS",11120,80,"N","HUDSON","DX 54182 BEER","333444888",20-MAY-11 15:59:48,20-MAY-11 15:46:16,"Mercator","Mercator",4,537715,""
92304,"SALIM & PATEL",12413,81,"N","salpatact","","",27-MAR-15 10:32:17,20-JUL-09 17:33:17,"Mercator","Mercator",58,532932,""
92546,"YOUNG SOLICITORS",12089,80,"N","YOUNG","DX 135175 BILSTON","999888444",20-MAY-11 15:59:48,20-MAY-11 15:46:16,"Mercator","Mercator",4,537716,""
92547,"ALVAREZ SOLICITORS",10570,80,"Y","ALVAREZ","DX 22180 BISHOPSDX WALTHAM ","111888666",20-MAY-11 15:59:49,20-MAY-11 15:46:17,"Mercator","Mercator",4,537717,""
92548,"BOBBY LLP",11097,80,"N","MONTGOMERY","DX 22264 BOVEYDX TRACEY ","888666111",20-MAY-11 15:59:49,20-MAY-11 15:46:17,"Mercator","Mercator",4,537718,""
92549,"WASHINGTON LLP",10244,80,"N","WASHINGTON","DX 49113 BRAUNSTONEDX TOWN ","555999555",20-MAY-11 15:59:49,20-MAY-11 15:46:17,"Mercator","Mercator",4,537719,""
92550,"RAUL and CO",57,80,"N","WILSON","DX 192100 BEESTON","999444777",20-MAY-11 15:59:49,20-MAY-11 15:46:17,"Mercator","Mercator",4,537720,""
92551,"HAYES SOLICITORS",102,80,"N","HAYES","DX 3310 BERKHAMSTED","555999111",20-MAY-11 15:59:49,20-MAY-11 15:46:17,"Mercator","Mercator",4,537721,""
92552,"RYAN LLP",12211,80,"N","RYAN","DX 1673 BRIERLEY","222111666",20-MAY-11 15:59:49,20-MAY-11 15:46:17,"Mercator","Mercator",4,537722,""
92553,"KENNETH and CO",10067,80,"N","PERRY","DX 17 BEDFORD","222111666",20-MAY-11 15:59:49,20-MAY-11 15:46:17,"Mercator","Mercator",4,537723,""
92554,"CARROLL LLP",11939,80,"N","CARROLL","DX 90184 BRIGG","777555888",20-MAY-11 15:59:49,20-MAY-11 15:46:17,"Mercator","Mercator",4,537724,""
92555,"COLEMAN SOLICITORS",12140,80,"N","COLEMAN","DX 97102 BRISTOL","999888444",20-MAY-11 15:59:49,20-MAY-11 15:46:17,"Mercator","Mercator",4,537725,""
92556,"PORTER SOLICITORS",11061,80,"N","PORTER","DX 1081 BRENTWOOD","444999222",20-MAY-11 15:59:50,20-MAY-11 15:46:17,"Mercator","Mercator",4,537726,""
92557,"EDWARD and CO",11656,80,"N","PERKINS","DX 18929 BECCLES","777444222",20-MAY-11 15:59:50,20-MAY-11 15:46:17,"Mercator","Mercator",4,537727,""
92558,"JOSHUA and CO",11934,80,"N","DAVIS","DX 198 BENTON","111444222",20-MAY-11 15:59:50,20-MAY-11 15:46:18,"Mercator","Mercator",4,537728,""
92559,"DANIELS SOLICITORS",245,80,"Y","DANIELS","DX 42101 BARNOLDSWICK","333666777",20-MAY-11 15:59:50,20-MAY-11 15:46:18,"Mercator","Mercator",4,537729,""
92560,"LAUREN and CO",11541,80,"N","SIMS","DX 251214 BAILDON","111666333",20-MAY-11 15:59:50,20-MAY-11 15:46:18,"Mercator","Mercator",4,537730,""
92561,"SNYDER SOLICITORS",11884,80,"N","SNYDER","DX 19325 BORDON","888777555",20-MAY-11 15:59:50,20-MAY-11 15:46:18,"Mercator","Mercator",4,537731,""
92562,"WOOD SOLICITORS",11853,80,"N","WOOD","DX 2133 BATLEY","333888444",20-MAY-11 15:59:50,20-MAY-11 15:46:18,"Mercator","Mercator",4,537732,""
92563,"RYAN SOLICITORS",12304,80,"N","RYAN","DX 731 BECKENHAM","777999666",20-MAY-11 15:59:50,20-MAY-11 15:46:18,"Mercator","Mercator",4,537733,""
92564,"ALLEN SOLICITORS",12207,80,"N","ALLEN","DX 10260 BISHOPSDX CASTLE ","888777666",20-MAY-11 15:59:50,20-MAY-11 15:46:18,"Mercator","Mercator",4,537734,""
92565,"STEVENS LAW SOLICITORS",12059,80,"N","STEVENS","DX 2882 BRADNINCH","444333333",20-MAY-11 15:59:50,20-MAY-11 15:46:18,"Mercator","Mercator",4,537735,""
92566,"GRIFFIN SOLICITORS",12132,80,"N","GRIFFIN","DX 19469 BERKELEY","333111444",20-MAY-11 15:59:51,20-MAY-11 15:46:19,"Mercator","Mercator",4,537736,""
92567,"GIBSON SOLICITORS",12246,80,"N","GIBSON","DX 94194 BEWDLEY","999111222",20-MAY-11 15:59:51,20-MAY-11 15:46:19,"Mercator","Mercator",4,537737,""
92568,"STEPHENS LAW SOLICITORS",12174,80,"N","STEPHENS","DX 3384 BISHOPSDX CASTLE ","111222777",20-MAY-11 15:59:51,20-MAY-11 15:46:19,"Mercator","Mercator",4,537738,""
92569,"GERALDINE and CO",12098,80,"N","PARKER","DX 7340 BANSTEAD","222777666",20-MAY-11 15:59:51,20-MAY-11 15:46:19,"Mercator","Mercator",4,537739,""
92570,"HARPER LAW SOLICITORS",11776,80,"N","HARPER","DX 64209 BINGHAM","777444555",20-MAY-11 15:59:51,20-MAY-11 15:46:19,"Mercator","Mercator",4,537740,""
92571,"KIM and CO",12347,80,"Y","HOFFMAN","DX 12435 BOVEYDX TRACEY ","444999333",20-MAY-11 15:59:51,20-MAY-11 15:46:19,"Mercator","Mercator",4,537741,""
92572,"ANDERSON LAW SOLICITORS",10931,80,"Y","ANDERSON","DX 2296 BOLLINGTON","999888444",20-MAY-11 15:59:51,20-MAY-11 15:46:19,"Mercator","Mercator",4,537742,""
92573,"MENDOZA LLP",12213,80,"N","MENDOZA","DX 224116 BLAYDON","666555444",20-MAY-11 15:59:51,20-MAY-11 15:46:20,"Mercator","Mercator",4,537743,""
92574,"MURPHY SOLICITORS",11997,80,"N","MURPHY","DX 225181 BRAMPTON","777111666",20-MAY-11 15:59:51,20-MAY-11 15:46:20,"Mercator","Mercator",4,537744,""
92575,"KYLE and CO",12017,80,"N","WALLACE","DX 21233 BATH","333555444",20-MAY-11 15:59:52,20-MAY-11 15:46:20,"Mercator","Mercator",4,537745,""
92576,"STEVENS LLP",10277,80,"N","STEVENS","DX 56254 BRISTOL","666444555",20-MAY-11 15:59:52,20-MAY-11 15:46:20,"Mercator","Mercator",4,537746,""
92577,"HUNT LLP",10403,80,"N","HUNT","DX 7840 BRAMPTON","222444333",20-MAY-11 15:59:52,20-MAY-11 15:46:20,"Mercator","Mercator",4,537747,""
92578,"BRYANT SOLICITORS",11965,80,"N","BRYANT","DX 9628 BERKHAMSTED","999777555",20-MAY-11 15:59:52,20-MAY-11 15:46:20,"Mercator","Mercator",4,537748,""
92579,"BLACK SOLICITORS",11800,80,"N","BLACK","DX 35252 BARTON-UPON-HUMBER","333777888",20-MAY-11 15:59:52,20-MAY-11 15:46:21,"Mercator","Mercator",4,537749,""
92580,"JENKINS SOLICITORS",12284,80,"N","JENKINS","DX 4470 BOWNESS-ON-WINDERMERE","444888888",20-MAY-11 15:59:52,20-MAY-11 15:46:21,"Mercator","Mercator",4,537750,""
92581,"LANE SOLICITORS",12341,80,"Y","LANE","DX 141252 BLAYDON","555333222",20-MAY-11 15:59:53,20-MAY-11 15:46:21,"Mercator","Mercator",4,537751,""
92582,"HART SOLICITORS",101,80,"N","HART","DX 3171 BOLSOVER","666999666",20-MAY-11 15:59:53,20-MAY-11 15:46:21,"Mercator","Mercator",4,537752,""
92583,"SIMPSON SOLICITORS",12036,80,"N","SIMPSON","DX 700 BRADFORDDX ON AVON","333777333",20-MAY-11 15:59:53,20-MAY-11 15:46:21,"Mercator","Mercator",4,537753,""
92584,"NICOLE and CO",11962,80,"N","THOMAS","DX 224222 BIGGLESWADE","444555333",20-MAY-11 15:59:53,20-MAY-11 15:46:21,"Mercator","Mercator",4,537754,""
92585,"RYAN and CO",11704,80,"N","LAWSON","DX 21370 BRENTWOOD","333555333",20-MAY-11 15:59:53,20-MAY-11 15:46:21,"Mercator","Mercator",4,537755,""
92586,"HERMAN and CO",79,80,"N","DANIELS","DX 47160 BRAUNSTONEDX TOWN ","777666333",20-MAY-11 15:59:53,20-MAY-11 15:46:21,"Mercator","Mercator",4,537756,""
92587,"GARZA SOLICITORS",281,80,"Y","GARZA","DX 164145 BOURNEMOUTH","111222555",20-MAY-11 15:59:53,20-MAY-11 15:46:21,"Mercator","Mercator",4,537757,""
92588,"KNIGHT SOLICITORS",11951,80,"N","KNIGHT","DX 18062 BRAMPTON","222999555",20-MAY-11 15:59:53,20-MAY-11 15:46:22,"Mercator","Mercator",4,537758,""
92589,"STEWART SOLICITORS",341,80,"N","STEWART","DX 199116 BLANDFORDDX FORUM ","666222777",20-MAY-11 15:59:54,20-MAY-11 15:46:22,"Mercator","Mercator",4,537759,""
92590,"ROMERO SOLICITORS",11683,80,"N","ROMERO","DX 17133 BACUP","222444111",20-MAY-11 15:59:54,20-MAY-11 15:46:22,"Mercator","Mercator",4,537760,""
92591,"LONNIE and CO",441,80,"N","WRIGHT","DX 225170 BOVEYDX TRACEY ","888888666",20-MAY-11 15:59:54,20-MAY-11 15:46:22,"Mercator","Mercator",4,537761,""
92592,"HUDSON SOLICITORS",12230,80,"N","HUDSON","DX 77187 BOWNESS-ON-WINDERMERE","111999111",20-MAY-11 15:59:54,20-MAY-11 15:46:22,"Mercator","Mercator",4,537762,""
92593,"ANN and CO",12058,80,"N","ROBINSON","DX 21878 BACUP","333777444",20-MAY-11 15:59:54,20-MAY-11 15:46:22,"Mercator","Mercator",4,537763,""
92594,"LOIS and CO",11362,80,"N","SHAW","DX 9445 BIRMINGHAM","555333444",20-MAY-11 15:59:54,20-MAY-11 15:46:22,"Mercator","Mercator",4,537764,""
92595,"FISHER SOLICITORS",12067,80,"N","FISHER","DX 98227 BERWICK-UPON-TWEED","444444555",20-MAY-11 15:59:54,20-MAY-11 15:46:22,"Mercator","Mercator",4,537765,""
92596,"LAWRENCE SOLICITORS",10686,80,"N","LAWRENCE","DX 238211 BEXHILL-ON-SEA","888999666",20-MAY-11 15:59:54,20-MAY-11 15:46:22,"Mercator","Mercator",4,537766,""
92597,"MARSHALL SOLICITORS",12168,80,"N","MARSHALL","DX 150106 BRADING","111444111",20-MAY-11 15:59:55,20-MAY-11 15:46:22,"Mercator","Mercator",4,537767,""
92598,"CRAWFORD LLP",11074,80,"N","CRAWFORD","DX 7110 BOREHAMWOOD","333999999",20-MAY-11 15:59:55,20-MAY-11 15:46:23,"Mercator","Mercator",4,537768,""
92599,"JOHNSON SOLICITORS",12180,80,"N","JOHNSON","DX 157210 BISHOPSDX STORTFORD ","444666555",20-MAY-11 15:59:55,20-MAY-11 15:46:23,"Mercator","Mercator",4,537769,""
92600,"SILVA SOLICITORS",11742,80,"N","SILVA","DX 2174 BEBINGTON","999777666",20-MAY-11 15:59:55,20-MAY-11 15:46:23,"Mercator","Mercator",4,537770,""
92601,"KRISTIN and CO",11702,80,"N","COOPER","DX 188230 BRAUNSTONEDX TOWN ","555111333",20-MAY-11 15:59:55,20-MAY-11 15:46:23,"Mercator","Mercator",4,537771,""
92602,"LEO and CO",11675,80,"N","TORRES","DX 171108 BRAINTREE","111555999",20-MAY-11 15:59:55,20-MAY-11 15:46:23,"Mercator","Mercator",4,537772,""
92603,"TROY and CO",11040,80,"N","BISHOP","DX 9186 BROMSGROVE","444888333",20-MAY-11 15:59:55,20-MAY-11 15:46:23,"Mercator","Mercator",4,537773,""
92604,"BELL SOLICITORS",12130,80,"N","BELL","DX 1986 BOGNORDX REGIS ","888555111",20-MAY-11 15:59:55,20-MAY-11 15:46:23,"Mercator","Mercator",4,537774,""
92605,"LAWRENCE SOLICITORS",11963,80,"N","LAWRENCE","DX 2565 BOROUGHBRIDGE","777777222",20-MAY-11 15:59:55,20-MAY-11 15:46:23,"Mercator","Mercator",4,537775,""
92606,"MIKE LLP",11176,80,"N","PHILLIPS","DX 384 BRADFORD","444111111",20-MAY-11 15:59:56,20-MAY-11 15:46:24,"Mercator","Mercator",4,537776,""
92607,"DEAN SOLICITORS",12032,80,"N","DEAN","DX 52249 BEDFORD","222999444",20-MAY-11 15:59:56,20-MAY-11 15:46:24,"Mercator","Mercator",4,537777,""
92149,"HAYES SOLICITORS",12285,81,"N","HAYES","DX 202210 CHAPELTOWN","888444666",27-MAR-15 10:30:21,12-MAY-09 15:31:21,"Mercator","Mercator",291,529767,""
92150,"SIMS SOLICITORS",11980,81,"N","SIMS","DX 23181 COLNE","777555666",27-MAR-15 10:30:21,12-MAY-09 15:31:21,"Mercator","Mercator",291,529768,""
92151,"HERNANDEZ SOLICITORS",10635,81,"N","HERNANDEZ","DX 56109 COLYFORD","222333444",27-MAR-15 10:30:21,12-MAY-09 15:31:21,"Mercator","Mercator",291,529769,""
92152,"GEORGE SOLICITORS",283,81,"N","GEORGE","DX 3129 CHAPEL-EN-LE-FRITH","666555999",27-MAR-15 10:30:22,12-MAY-09 15:31:21,"Mercator","Mercator",291,529770,""
92153,"WAGNER SOLICITORS",11639,81,"N","WAGNER","DX 4346 CATERHAM","888444222",27-MAR-15 10:30:22,12-MAY-09 15:31:21,"Mercator","Mercator",291,529771,""
92154,"ANTHONY and CO",12232,81,"N","BELL","DX 185217 CARLISLE","777999666",27-MAR-15 10:30:22,12-MAY-09 15:31:22,"Mercator","Mercator",291,529772,""
92155,"JENNIFER and CO",10048,81,"N","JOHNSON","DX 11443 CLACTON-ON-SEA","999555222",27-MAR-15 10:30:22,12-MAY-09 15:31:22,"Mercator","Mercator",291,529773,""
92156,"ARNOLD SOLICITORS",12026,81,"N","ARNOLD","DX 184145 CARLISLE","888777666",27-MAR-15 10:30:22,12-MAY-09 15:31:22,"Mercator","Mercator",291,529774,""
92157,"HAYES SOLICITORS",310,81,"N","HAYES","DX 9646 CHEADLE","777888111",27-MAR-15 10:30:22,12-MAY-09 15:31:22,"Mercator","Mercator",291,529775,""
92158,"STEPHEN and CO",12083,81,"N","HOWELL","DX 25596 COGGESHALL","999999999",27-MAR-15 10:30:23,12-MAY-09 15:31:22,"Mercator","Mercator",291,529776,""
92159,"HUNTER SOLICITORS",23,81,"N","HUNTER","DX 10771 CANNOCK","777888333",27-MAR-15 10:30:23,12-MAY-09 15:31:22,"Mercator","Mercator",291,529777,""
