"ROTATION_SET_DD_ID","ROTATION_SET_ID","DISPLAY_DOCUMENT_ID","PAGE_DELAY","ORDERING","CREATED_BY","CREATION_DATE","LAST_UPDATED_BY","LAST_UPDATE_DATE","VERSION"
197,90,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
198,91,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
199,92,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
200,93,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
201,94,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
202,95,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
203,95,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
204,95,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
205,95,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
206,95,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
207,95,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
208,95,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
876,417,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1813,793,13,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1814,793,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1815,794,9,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1816,794,1,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1817,794,10,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1818,794,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1819,795,14,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1820,795,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1821,796,13,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1822,796,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1823,797,12,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1824,797,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1825,798,11,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1826,798,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1827,799,9,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1828,799,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1829,799,10,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1830,799,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1831,799,11,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1832,799,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1833,799,12,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1834,799,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1835,799,13,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1836,799,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1837,799,14,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1838,799,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1839,799,15,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1840,799,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
909,432,3,8,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1033,493,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1034,493,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1035,494,1,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1036,494,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1037,495,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1038,496,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1039,497,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1040,498,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1041,499,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1042,499,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1043,499,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1044,499,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1045,499,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1046,499,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1047,499,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1577,730,5,8,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1578,730,3,8,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1733,767,5,9,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1734,767,3,9,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1053,504,8,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1525,717,2,9,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
301,140,8,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
302,140,5,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1527,719,13,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1528,719,11,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1529,719,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1530,719,5,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1740,771,5,9,1,"XHIBIT",01-APR-09 15:25:56,"qco43k",01-APR-09 15:25:56,1
1205,571,8,8,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1524,717,1,9,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
187,88,8,10,2,"XHIBIT",01-APR-09 15:25:56,"qci58j",01-APR-09 15:25:56,1
246,113,3,9,2,"XHIBIT",01-APR-09 15:25:56,"scl31j",01-APR-09 15:25:56,1
247,113,5,8,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
418,195,5,9,2,"XHIBIT",01-APR-09 15:25:56,"mci68f",01-APR-09 15:25:56,1
419,195,3,9,1,"XHIBIT",01-APR-09 15:25:56,"mci68f",01-APR-09 15:25:56,1
677,322,8,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1010,481,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1011,481,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1012,482,1,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1013,482,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1014,483,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1015,484,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1016,485,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1017,486,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1018,487,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1019,487,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1020,487,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1021,487,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1022,487,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1023,487,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1024,487,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1302,616,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1303,616,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1304,617,1,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1305,617,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1306,618,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1307,619,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1308,620,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1309,621,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1310,622,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1311,622,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1312,622,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1313,622,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1314,622,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1315,622,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1316,622,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1419,672,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1575,729,5,9,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1576,729,8,9,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1639,744,3,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1640,744,8,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1741,772,4,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1742,772,3,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1743,772,2,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1744,772,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1745,772,1,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1746,772,6,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1747,772,5,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1769,780,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1771,780,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1773,781,1,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1775,781,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1777,782,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1779,783,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1781,784,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1783,785,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1785,786,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1787,786,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1789,786,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1791,786,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1793,786,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1795,786,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1797,786,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
59,28,3,8,1,"XHIBIT",01-APR-09 15:25:56,"plattr",01-APR-09 15:25:56,1
570,270,8,12,3,"XHIBIT",01-APR-09 15:25:56,"ncu06k",01-APR-09 15:25:56,1
571,270,3,12,2,"XHIBIT",01-APR-09 15:25:56,"ncu06k",01-APR-09 15:25:56,1
623,295,8,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1762,771,1,9,2,"XHIBIT",01-APR-09 15:25:56,"qco43k",01-APR-09 15:25:56,1
572,270,5,12,1,"XHIBIT",01-APR-09 15:25:56,"ncu06k",01-APR-09 15:25:56,1
442,195,8,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1170,555,2,9,1,"XHIBIT",01-APR-09 15:25:56,"qco43k",01-APR-09 15:25:56,1
115,55,3,10,2,"XHIBIT",01-APR-09 15:25:56,"mci68f",01-APR-09 15:25:56,1
116,55,1,20,1,"XHIBIT",01-APR-09 15:25:56,"mci68f",01-APR-09 15:25:56,1
354,166,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
441,206,8,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
630,300,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
631,300,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
632,301,1,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
633,301,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
634,302,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
635,303,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
636,304,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
637,305,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
638,306,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
639,306,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
640,306,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
641,306,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
642,306,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
643,306,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
644,306,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
645,307,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
646,307,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
647,308,1,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
648,308,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
649,309,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
650,310,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
651,311,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
652,312,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
653,313,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
654,313,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
655,313,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
656,313,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
657,313,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
658,313,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
659,313,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1574,728,8,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
303,141,4,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
304,141,6,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
333,156,8,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
771,368,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
772,368,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
773,369,1,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
774,369,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
775,370,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
776,371,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
777,372,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
778,373,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
779,374,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
780,374,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
781,374,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
782,374,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
783,374,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
784,374,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
785,374,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
817,390,3,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
818,390,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
819,390,8,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1236,584,1,10,1,"XHIBIT",01-APR-09 15:25:56,"kcm62f",01-APR-09 15:25:56,1
355,167,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
356,167,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
357,168,1,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
358,168,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
359,169,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
360,170,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
361,171,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
362,172,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
363,173,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
364,173,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
365,173,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
366,173,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
367,173,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
368,173,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
369,173,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
385,180,5,8,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
386,180,3,8,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
728,348,8,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1382,655,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1383,655,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1384,656,1,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1385,656,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1386,657,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1387,658,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1388,659,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1389,660,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1390,661,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1391,661,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1392,661,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1393,661,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1394,661,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1395,661,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1396,661,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1499,664,15,10,1,"XHIBIT",01-APR-09 15:25:56,"mco24q",01-APR-09 15:25:56,1
1500,664,13,10,3,"XHIBIT",01-APR-09 15:25:56,"mco24q",01-APR-09 15:25:56,1
1533,721,5,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1534,721,13,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
695,331,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
696,331,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
697,332,1,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
698,332,2,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
699,333,6,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
700,334,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
701,335,4,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
702,336,3,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
703,337,1,10,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
704,337,2,10,3,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
705,337,3,10,4,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
706,337,4,10,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
707,337,5,10,6,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
708,337,6,10,5,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
709,337,8,10,7,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1118,537,5,8,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1287,609,3,20,2,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1288,609,5,20,1,"XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
